Medicine Name,Category Name,Item Type,Opening Stock,Purchase Qty,Closing Quantity
LASILACTONE 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::2,0::0,0
LASIX 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,INJ,0::0,10::0,0
LASIX INJ 4ML,GENERAL MEDICINE,STRIP,0::0,7::0,0
LATEX POWDER FREE,HOSPITAL CPMH,STRIP,1::10,2::0,1
LATEX POWDER FREE,HOSPITAL CPMH,AMPOULE,28::0,210::0,20
LEE BIOTIC SACH,GENERAL MEDICINE,GLOVES,0::0,15::0,15
LEVEPSY 500MG TAB,GENERAL MEDICINE,GLOVES,0::0,5::0,0
LEVEPSY INJ,GENERAL MEDICINE,SACHET,0::0,5::0,0
LEVERA SOLUTION 100ML,GENERAL MEDICINE,TAB,1::0,44::0,1
LEVIPIL 250MG TABLET,GENERAL MEDICINE,STRIP,0::0,2::0,0
LEVIPIL 500MG STRIP OF 10 TABLETS,GENERAL MEDICINE,VIAL,0::0,6::0,0
LEVIPIL INJECTION,GENERAL MEDICINE,BOTTLE,0::0,2::0,0
LEVOCET 5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1::0,2::0,0
LEVOFLOX 500MG TABLET,GENERAL MEDICINE,STRIP,0::5,11::0,0
LEVOFLOX INF 150ML,GENERAL MEDICINE,VIAL,0::0,1::0,0
LEVOFUXIN INF,GENERAL MEDICINE,STRIP,2::1,28::0,1
LEVOLIN 0.31MG PACKET OF 10*2.5ML RESPULES,GENERAL MEDICINE,STRIP,2::4,46::0,3
LEVOQUIN 500MG TABLET,GENERAL MEDICINE,VIAL,3::0,11::0,0
LEVOTROY,GENERAL MEDICINE,INJECTION,9::0,50::0,6
LEVOZET M TABLET,GENERAL MEDICINE,PACKET,0::0,2::0,0
LIBRAX STRIP OF 20 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
LIBRIUM 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,IV,-1::0,4::0,-1
LIBRIUM 25MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
LIFID 20MG TABLET,GENERAL MEDICINE,STRIP,4::13,16::0,2
LIFID 40MG TABLET,GENERAL MEDICINE,STRIP,3::0,19::0,5
LIGACLIP LT 300 CARTRIDGE,GENERAL SURGERY,STRIP,0::0,4::0,1
LIGAMOVE,ORTH,STRIP,0::0,1::0,0
LIGASHOT STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,4::0,0
LIGNOCAD 2% GEL 30GM,GENERAL MEDICINE,BOX,1::0,12::0,2
LIMCEE 500MG ORANGE FLAVOUR CHEWABLE TABLETS 15'S,GENERAL MEDICINE,TAB,11::0,11::0,11
LIMCEE PLUS ORANGE FLAVOUR STRIP OF 15 CHEWABLE TABLETS,GENERAL MEDICINE,STRIP,0::0,49::0,0
LINATIN 5 MG,GENERAL MEDICINE,TUBE,0::0,30::0,0
LINETIC INJ,GENERAL MEDICINE,GELLY,46::0,50::0,21
LINETIC IV,GENERAL MEDICINE,STRIP,4::10,163::0,0
LINID 600MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,5::1,10::0,5
LINID IV INJ 300ML,GENERAL MEDICINE,TAB,0::0,2::0,0
LINOWIN 600MG TAB,GENERAL MEDICINE,INJECTION,2::297,17::0,2
LIV 52 C SYRUP 100 ML,GENERAL MEDICINE,INJ,0::0,5::0,5
LIV 52 SYP 100ML,GENERAL MEDICINE,STRIP,0::0,18::0,0
LIVEASY ORTHO CARE UNIVERSAL SHOULDER IMMOBILIZER XL,ORTH,VIAL,4::0,17::0,0
LIVOGEN STRIP OF 15 CAPTABS,GENERAL MEDICINE,STRIP,11::6,254::0,20
LIVOGEN Z,GENERAL MEDICINE,BOTTLE,0::0,4::0,0
LIVOMYN BOTTLE OF 200ML SYRUP,GENERAL MEDICINE,BOTTLE,2::0,31::0,2
LIZOFORCE INJ 300ML,GENERAL MEDICINE,BOX,-1::0,0::0,-1
LMWX 20MG INJ 0.2ML,GENERAL MEDICINE,PACKET,0::0,1::0,0
LMWX 40MG PRE FILLED SYRINGE OF 0.4ML INJECTION,GENERAL MEDICINE,STRIP,1::0,3::0,1
LOCAM A,GENERAL MEDICINE,TAB,2::0,4::0,2
LOMOH 60MG PRE FILLED SYRINGE OF 0.6ML SOLUTION FOR INJECTION,GENERAL MEDICINE,BOTTLE,0::0,4::0,0
LOMOTIL STRIP OF 10 TABLETS,GENERAL MEDICINE,INJ,0::0,4::0,0
LOMOTIL STRIP OF 20 TABLETS,GENERAL MEDICINE,VIAL,0::0,4::0,0
LOPAMIDE 2MG TABLET,GENERAL MEDICINE,PRE-FILLED SYRINGE,1::0,6::0,0
LOPEZ INJ,GENERAL MEDICINE,PRE-FILLED SYRINGE,0::0,4::0,1
LOCAM A,GENERAL MEDICINE,INJ,5::0,9::0,0
LOMOH 60MG PRE FILLED SYRINGE OF 0.6ML SOLUTION FOR INJECTION,GENERAL MEDICINE,PRE-FILLED SYRINGE,0::0,2::0,0
LOMOTIL STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,0::0,0
LOMOTIL STRIP OF 20 TABLETS,GENERAL MEDICINE,STRIP,0::9,10::0,0
LOPAMIDE 2MG TABLET,GENERAL MEDICINE,STRIP,9::4,71::0,6
LOPEZ INJ,GENERAL MEDICINE,INJECTION,8::0,17::0,6
LOPLOCK,GENERAL MEDICINE,TAB,0::0,1::0,0
LORI 5 MG INJECTION 2 ML,GENERAL MEDICINE,INJECTION,14::0,50::0,8
LOSAR 50MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
LOWCAP 40MG INJECTION,GENERAL MEDICINE,PRE-FILLED,2::0,25::0,3
LOWCAP 60MG INJ,GENERAL MEDICINE,PRE-FILLED,4::0,42::0,12
LOX 10% BOTTLE OF 50ML SPRAY,GENERAL SURGERY,BOTTLE,3::0,0::0,3
LOX 2% INJ 30ML,GENERAL SURGERY,VIAL,9::0,139::0,2
LOX 2% JELLY TUBE OF 30GM GEL,GENERAL SURGERY,TUBE,0::0,83::0,0
LOX 4% INJECTION,GENERAL SURGERY,VIAL,0::0,0::0,0
LOX 4% SOLUTION 30ML,GENERAL SURGERY,BOTTLE,10::0,21::0,10
LOX 5% JELLY 30GM,GENERAL SURGERY,BOTTLE,0::0,20::0,0
LOX WITH ADRE,GENERAL SURGERY,INJ,0::0,74::0,9
LOXICARD INJ 50ML,GENERAL SURGERY,VIAL,0::0,4::0,3
LUCOZ 1% CREAM 15GM,GENERAL MEDICINE,GOLD,3::0,5::0,3
LULIMAC 1% CREAM 10GM,GENERAL MEDICINE,TUBE,0::0,0::0,0
LUMBAR SACRO BELT,ORTH,TUBE,0::0,9::0,0
LUPIDINE OINT 250GM,GENERAL MEDICINE,XL,1::0,2::0,0
LUPIHEME 12MG STRIP OF 10 TABLETS,GENERAL MEDICINE,UNIVERSAL,0::0,8::0,0
LYCEFT 1GM INJ,GENERAL SURGERY,UNIVERSAL,0::0,6::0,0
LYSER FORTE 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,TUBE,0::0,5::0,1
M COBAREN FORTE,GENERAL MEDICINE,STRIP,0::0,9::0,0
M COBAREN,GENERAL MEDICINE,INJECTION,0::0,25::0,0
M COBAREN TAB,GENERAL MEDICINE,STRIP,0::4,12::0,0
M COBARREN FORTE,GENERAL MEDICINE,TAB,0::0,5::0,0
M V I AMPOULE OF 10ML INJECTION,GENERAL MEDICINE,INJ,0::0,116::0,0
M2 TONE EM STRIP OF 30 TABLETS,OBGY,TA,10::0,75::0,1
M2 TONE EM SYRUP 200ML,OBGY,TAB,0::1,120::0,0
MACPEE 25MG TABLET,GENERAL MEDICINE,CAP,0::6,1::0,0
MACPROT DM VANILLA FLAVOUR SUGAR FREE JAR OF 200GM POWDER,GENERAL MEDICINE,I V AMPOULE,12::0,610::0,62
MACTOTAL CAP,GENERAL MEDICINE,STRIP,0::0,2::0,1
MACZONE 1000MG VIAL OF 1GM POWDER FOR INJECTION,GENERAL MEDICINE,BOTTLE,0::0,0::0,0
MAGNATUSS T,GENERAL MEDICINE,STRIP,1::1,23::0,10
MAGNEON INJ 2ML,GENERAL MEDICINE,JAR,0::0,1::0,0
MAGNESIUM SO4 INJ 2ML,GENERAL MEDICINE,STRIP,1::0,4::0,2
MAGNESIUM SO4 POWDER 20GM,GENERAL MEDICINE,DRY VIAL,2::0,200::0,2
MAGNESIUM SULPHATE 50% INJ 2ML,GENERAL MEDICINE,SYP,5::0,45::0,5
MAHACORT DZ 1MG STRIP OF 10 TABLETS,GENERAL MEDICINE,AMPOULE,4::0,20::0,4
MAHACORT DZ 6MG TABLET,GENERAL MEDICINE,INJECTION,9::0,0::0,9
MAHAFLOX 400MG TABLET,GENERAL MEDICINE,SACHET,0::0,2::0,0
MAHAGABA M OD TABLET,GENERAL MEDICINE,INJECTION,24::0,70::0,19
MANITOL (CLARIS) 20 % INFUSION 100 ML,HOSPITAL CPMH,STRIP,0::3,21::0,4
MAXICAL PLUS STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6::4,48::0,1
MAXTRA P SYP 60ML,GENERAL MEDICINE,STRIP,2::0,16::0,2
ME 12 OD STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,3::0,0
MEBEX 100 MG TABLET 10,GENERAL MEDICINE,PANTS,0::0,3::0,0
MECOFLOW PLUS,GENERAL MEDICINE,PACKET,0::0,7::0,0
MEDIART ABDOMINAL,GENERAL SURGERY,PACKET,8::0,36::0,8
MEDIFLON NO 20,GENERAL SURGERY,PACKET,1::0,7::0,1
MEDIMIX SOAP 30GM,HOSPITAL CPMH,PACKET,15::0,60::0,15
MEDITREX 2.5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,PACKET,1::0,5::0,1
MEDROL 4MG TABLET,GENERAL MEDICINE,PACKET,0::0,2::0,0
MEFTAL FORTE,GENERAL MEDICINE,PACKET,0::0,3::0,0
MEFTAL FORTE TABLET,GENERAL MEDICINE,PACKET,0::0,5::0,0
MEFTAL P BOTTLE OF 60ML SUSPENSION,PED,PACKET,0::0,1::0,0
MEFTAL SPAS DROPS,PED,PACKET,0::0,2::0,0
MEFTAL SPAS TABLET,GENERAL MEDICINE,PACKET,0::0,1::0,0
MEGA 3 CAPSULE,GENERAL MEDICINE,PACKET,17::0,100::0,17
MEGACARE 369 STRIP OF 10 CAPSULES,GENERAL MEDICINE,POUCH,1::0,3::0,1
MEGACHOLIN RF AMPOULE OF 2ML INJECTION,GENERAL MEDICINE,PACKET,11::0,30::0,11
MEGAHEAL GEL 15GM,GENERAL MEDICINE,PACKET,9::0,40::0,9
MEGAMENTIN 1.2GM INJ,GENERAL MEDICINE,PACKET,0::0,1::0,0
MEM 0.2MG INJ 1ML,GENERAL MEDICINE,BOTTLE,7::0,64::0,11
MEM INJECTION 1 ML,GENERAL MEDICINE,MASK,28::0,2600::0,131
MEMORIN BOTTLE OF 300ML SYRUP,GENERAL MEDICINE,STRIP,1::5,30::0,1
MEMORIN CAP,GENERAL MEDICINE,BOTTLE,0::0,8::0,0
MENOHELP PLUS,OBGY,STRIP,0::3,6::0,0
MENOHELP SYP,OBGY,STRIP,4::4,8::0,4
MEPHENTERMINE 30MG INJECTION 10ML,GENERAL MEDICINE,CAP,0::0,5::0,0
MERESURE O ER,GENERAL MEDICINE,BELT,0::0,6::0,2
MERISOFT CHROMIC CATGUT 1 RB ME4227,GENERAL SURGERY,BELT,1::0,6::0,0
MERISOFT CHROMIC CATGUT 3-0 RB ME4237,GENERAL SURGERY,BELT,2::0,6::0,1
MEROKITE,GENERAL MEDICINE,BELT,1::0,4::0,1
MEROSURE O 300MG ER TAB 6'S,GENERAL MEDICINE,BELT,0::0,2::0,0
MERSILK 2-0 NW 5036,GENERAL SURGERY,BELT,0::0,1::0,0
MERSILK 2-0 NW 5331,GENERAL SURGERY,BELT,2::0,2::0,1
MERSILK 3-0 5085RB,GENERAL SURGERY,BOX,0::0,100::0,87
MERSILK 3-0 NW 5003,GENERAL SURGERY,BOX,5::0,35::0,5
MERSUTURES 0 NW 4242EP,GENERAL SURGERY,STRIP,0::5,5::0,0
MET XL 12.5MG TABLET 20'S,GENERAL MEDICINE,STRIP,5::0,10::0,5
MET XL 25MG TABLET 20'S,GENERAL MEDICINE,TAB,6::4,188::0,11
METASPRAY NASAL SPRAY,ENT,STRIP,0::0,205::0,0
METERKEM IV BOTTLE OF 100ML INFUSION,GENERAL MEDICINE,BOTTLE,1::0,8::0,1
METHARMED 5 MG INJECTION 8,GENERAL MEDICINE,BOTTLE,1::5,5::0,1
METHYCOBAL INJ 1ML,GENERAL MEDICINE,STRIP,1::0,18::0,6
METHYLENE BLUE,GENERAL MEDICINE,STRIP,0::0,1::0,0
METRIDE 1MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
METRIDE 2MG STRIP OF 15 TABLETS,GENERAL MEDICINE,AMPOULE,0::0,1::0,0
METROGYL 400MG STRIP OF 15 TABLETS,GENERAL MEDICINE,TUBE,5::0,40::0,3
METROGYL SUSPENSION 60ML,GENERAL MEDICINE,INJECTION,0::0,35::0,0
METRONIDAZOLE INF,GENERAL MEDICINE,AMPOULE,50::0,60::0,0
MEZOLAM INJ 10ML,GENERAL MEDICINE,BOTTLE,4::0,20::0,14
MGD3 TABLET 10' S,GENERAL MEDICINE,BOTTLE,1::0,3::0,1
MICOGEL 2% CREAM 15GM,GENERAL MEDICINE,STRIP,0::15,6::0,0
MICROCID 25MG CAPSULE,GENERAL MEDICINE,SYP,0::0,58::0,4
MICROCID SR 75MG CAPSULE,GENERAL MEDICINE,BOTTLE,3::0,234::0,0
MIGRANIL EC STRIP OF 10 TABLETS,GENERAL MEDICINE,BOTTLE,2::0,2::0,2
MIKACIN 250MG INJECTION 2ML,GENERAL MEDICINE,INJ,9::0,9::0,1
MIKACIN 500MG INJECTION,GENERAL MEDICINE,TAB,0::0,1::0,0
MIKAROL 500,GENERAL MEDICINE,BOX,4::0,5::0,3
MIKATAX 500MG INJ,GENERAL MEDICINE,BOX,3::0,3::0,3
MINAGEST 200MG CAPSULE,GENERAL MEDICINE,INFUSION,1::0,1::0,1
MIRAGO 25MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,6::0,2
MIRAGO 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,PACKET,6::0,7::0,6
MIRAGO S 25 STRIP OF 10 TABLETS,GENERAL MEDICINE,PACKET,3::0,5::0,3
MOBICAM DT 20MG TABLET,GENERAL MEDICINE,PACKET,3::0,5::0,3
MOKTEL SYP 200ML,PED,PACKET,2::0,2::0,2
MONOCEF 1GM INJ,GENERAL SURGERY,PACKET,3::0,5::0,3
MONOCEF 500MG VIAL OF 0.5GM POWDER FOR INJECTION,GENERAL SURGERY,STRIP,1::0,6::0,1
MONOCRYL 2-0 NW 1741 1'S,GENERAL SURGERY,STRIP,1::16,32::0,5
MONOCRYL 3-0 CCP NW1326,GENERAL SURGERY,BOTTLE,1::0,10::0,1
MONOLOC INJ 2ML,GENERAL MEDICINE,BOTTLE,204::0,1290::0,160
MONTAIR 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,BOTTLE,40::0,40::0,40
MONTAIR LC KID SYP 60ML,PED,AMPOULE,4::0,6::0,4
METRIDE 2MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
METROGYL 400MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
METROGYL SUSPENSION 60ML,GENERAL MEDICINE,BOTTLE,0::0,16::0,2
METRONIDAZOLE INF,GENERAL MEDICINE,INFUSION,0::0,10::0,0
MEZOLAM INJ 10ML,GENERAL MEDICINE,INJECTION,10::0,106::0,2
MGD3 TABLET 10'S,GENERAL MEDICINE,STRIP,5::5,54::0,3
MICOGEL 2% CREAM 15GM,GENERAL MEDICINE,BOX,0::0,2::0,0
MICROCID 25MG CAPSULE,GENERAL MEDICINE,TUBE,0::0,1::0,0
MICROCID SR 75MG CAPSULE,GENERAL MEDICINE,STRIP,0::5,35::0,0
MIGRANIL EC STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3::0,20::0,0
MIKACIN 250MG INJECTION 2ML,GENERAL MEDICINE,PACKET,0::0,1::0,0
MIKACIN 500MG INJECTION,GENERAL MEDICINE,STRIP,5::3,18::0,4
MIKAROL 500,GENERAL MEDICINE,VIAL,0::0,20::0,0
MIKATAX 500MG INJ,GENERAL MEDICINE,VIAL,0::0,38::0,8
MINAGEST 200MG CAPSULE,OBGY,INJ,0::0,7::0,0
MIRAGO 25MG STRIP OF 10 TABLETS,GENERAL MEDICINE,VIAL,0::0,25::0,0
MIRAGO 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,125::0,200::0,47
MIRAGO S 25 STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
MOBICAM DT 20MG TABLET,GENERAL MEDICINE,STRIP,0::0,3::0,0
MOKTEL SYP 200ML,GENERAL MEDICINE,STRIP,1::0,3::0,1
MONOCEF 1GM INJ,GENERAL MEDICINE,STRIP,7::0,8::0,7
MONOCEF 500MG VIAL OF 0.5GM POWDER,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
MONOCRYL 2-0 NW 1741 1'S,GENERAL SURGERY,DRY VIAL,0::0,19::0,0
MONOCRYL 3-0 CCP NW1326,GENERAL SURGERY,DRY VIAL,23::0,145::0,7
MONOLOC INJ 2ML,GENERAL MEDICINE,PACKET,3::0,3::0,3
MONTAIR 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,BOX,2::0,9::0,2
MONTAIR LC KID SYP 60ML,PED,INJECTION,12::0,30::0,12
MONTAIR LC TABLET 15'S,GENERAL MEDICINE,SUT,2::0,5::0,2
MONTAZ 1GM INJ,GENERAL MEDICINE,STRIP,0::6,4::0,0
MONTI FX TABLET,GENERAL MEDICINE,BOTTLE,2::0,96::0,2
MONTICOPE A STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::10,3::0,0
MONTICOPE SUSP 30ML,GENERAL MEDICINE,VIAL,0::0,8::0,0
MONTICOPE TABLET,GENERAL MEDICINE,STRIP,1::0,68::0,1
MORTEIN LIQUID 45NIGHTS,HOSPITAL CPMH,STRIP,9::7,128::0,3
MOUTHWASH FRESHORA MOUTHWASH,GENERAL MEDICINE,BOTTLE,0::0,41::0,0
MOVEXX MR STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,9::7,162::0,5
MOVICOL LIQUID ORANGE FLAV 200ML,GENERAL MEDICINE,PAD,4::0,166::0,8
MOXIAGE EYE DROPS,ENT,BOX,0::0,1::0,0
MOXIBEL 0.3% E/E DROPS 5ML,ENT,BOTTLE,2::0,162::0,24
MOXICLAVAM 1.2,GENERAL MEDICINE,STRIP,0::8,23::0,0
MOXIFRESH DROPS 5 ML,ENT,BOTTLE,0::0,1::0,1
MOXIKIND CV 375 MG STRIP OF 10 TABLETS,GENERAL MEDICINE,BOTTLE,-1::0,6::0,0
MOXIZEST 400MG TABLET 5'S,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
MRK NULIFE POWDER FREE STERILE 6.5 GLOVES,HOSPITAL CPMH,INJ,4::0,10::0,4
MS SPA 80MG TAB,GENERAL MEDICINE,BOTTLE,0::0,3::0,1
MSSPA A,GENERAL MEDICINE,STRIP,0::7,34::0,0
MUCAINE GEL MINT SUGAR FREE 200ML,GENERAL MEDICINE,STRIP,5::0,7::0,5
MUCAINE MINT FLAVOUR GEL 200ML,GENERAL MEDICINE,PACKET,0::0,10::0,4
MUCINAC 600MG ORANGE FLAVOUR,GENERAL MEDICINE,STRIP,6::7,681::0,13
MUCINAC AB STRIP OF 10 TABLETS,GENERAL MEDICINE,TAB,0::0,24::0,0
MUCOFORM AB FORTE,GENERAL MEDICINE,BOTTLE,0::0,2::0,1
MUCOLITE DROPS 15ML,GENERAL MEDICINE,BOTTLE,0::0,2::0,0
MUCOLITE SYP 100ML,GENERAL MEDICINE,STRIP,8::7,123::0,4
MUCOMIX 200MG INJECTION,GENERAL MEDICINE,STRIP,2::0,2::0,0
MUCOMIX 400MG INJECTION,GENERAL MEDICINE,TAB,0::0,1::0,0
MUCOLITE DROPS 15ML,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
MUCOLITE SYP 100ML,GENERAL MEDICINE,BOTTLE,2::0,12::0,1
MUCOMIX 200MG INJECTION,GENERAL MEDICINE,AMPOULE,7::0,10::0,1
MUCOMIX 400MG INJECTION,GENERAL MEDICINE,AMPOULE,6::0,60::0,21
MUCORIS ADULT 0.1% NASAL SPRAY 10ML,ENT,BOTTLE,0::0,1::0,0
MUCYST 1GM INJ 25ML,GENERAL MEDICINE,INJECTION,17::0,95::0,0
MULTIFLOW BOTTLE OF 15ML DROPS,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
MULTIREST,GENERAL MEDICINE,DROPS,1::0,1::0,1
MUPI TUBE OF 5GM OINTMENT,GENERAL MEDICINE,TUBE,0::0,1::0,0
MUPIMARK TUBE OF 5GM OINTMENT,GENERAL MEDICINE,TUBE,0::0,1::0,0
MVI AMPOULE OF 10ML INJECTION,GENERAL MEDICINE,AMPOULE,27::0,230::0,19
MYCHIRO STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,5::0,0
MYO PYROLATE INJ 5ML,GENERAL MEDICINE,AMPOULE,5::0,26::0,6
MYOSPAZ FORTE TABLET,GENERAL MEDICINE,STRIP,1::0,1::0,1
MYPRED 40MG INJ,GENERAL MEDICINE,INJECTION,0::0,5::0,4
N-SUCRA,GENERAL MEDICINE,SYP,14::0,250::0,0
NACETAM INJ 15ML,GENERAL MEDICINE,INJECTION,2::0,4::0,0
NACTAM INJ 15ML,GENERAL MEDICINE,INJ,4::0,8::0,4
NAK P TAB,GENERAL MEDICINE,STRIP,0::8,18::0,0
NAN PRO EXCELLA PRO 1 400GM,PED,TIN,0::0,75::0,0
NAPOXY INJ,GENERAL MEDICINE,INJECTION,10::0,10::0,10
NAPROMOL INF,GENERAL MEDICINE,INJECTION,0::0,0::0,0
NASAL CANNULA ADULT,ENT,PACKET,0::0,14::0,2
NASAL CANNULA PEDIATRIC,PED,PACKET,0::0,6::0,0
NASAL CANULA ADULT 1,ENT,PACKET,2::0,9::0,0
NASELIN NASAL SPRAY BOTTLE OF 10 ML,ENT,BOTTLE,0::0,1::0,0
NASIVION 0.025% CHILD NASAL DROPS 10ML,ENT,BOTTLE,0::0,11::0,1
NASIVION 0.05% ADULT DROPS 10ML,ENT,BOTTLE,0::0,2::0,0
NASOCLEAR DROPS 15 ML,ENT,BOTTLE,0::0,16::0,0
NASOCLEAR NASAL WASH SACHETS,ENT,SACHET,0::0,14::0,3
NASOMIST BOTTLE OF 20ML NASAL SPRAY,ENT,BOTTLE,1::0,1::0,1
NAXDOM 250MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,1
NAXDOM 500MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::0,15::0,4
NBET INJ 1ML,GENERAL MEDICINE,INJECTION,1::0,1::0,1
NDA VIT,GENERAL MEDICINE,TAB,2::0,36::0,2
NE-NORM,GENERAL MEDICINE,TAB,12::5,148::0,11
NEBULIZER ADULT MASK 1,GENERAL MEDICINE,BOX,4::0,28::0,6
NEBULIZER KIT MASK ADULT,GENERAL MEDICINE,WRAP,0::0,5::0,0
NEBULIZER KIT MASK PAED,PED,WRAP,3::0,23::0,2
NEBULIZER MASK ADULT,GENERAL MEDICINE,PACKET,0::0,1::0,0
NECFOLIC INJ 5ML,GENERAL MEDICINE,INJECTION,0::0,30::0,0
NECXON,GENERAL SURGERY,INJ,11::0,120::0,11
NEEDLE 24G X 1.5 (ROMSONS),GENERAL SURGERY,PACKET,0::0,110::0,88
NEEDLE NO.18*1.5,GENERAL SURGERY,BOX,57::0,2405::0,460
NEEDLE NO.23,GENERAL SURGERY,PACKET,10::0,10::0,6
NEEDLE NO.24*1,GENERAL SURGERY,BOX,12::0,30::0,0
NEEDLE NO.26*1/2,GENERAL SURGERY,BOX,85::0,100::0,30
NEFROSAVE FORTE TABLET 15'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
NEFROSAVE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
NEL CATHETER,GENERAL SURGERY,FG 8,,10::0,7
NEL CATHRETAR 10,GENERAL SURGERY,CATH,0::0,6::0,0
NEL CATHRETAR 12,GENERAL SURGERY,PACKET,4::0,4::0,4
NEMDAA 10MG TABLET,GENERAL MEDICINE,STRIP,2::0,2::0,0
NEO BAYN,GENERAL MEDICINE,CIRCUIT,0::0,1::0,0
NEO FLUTIVIN BOTTLE OF 6GM NASAL SPRAY,ENT,BOTTLE,0::0,3::0,0
NEO MERCAZOLE 5MG TABLET 120'S,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
NEOCTIDE 100MCG INJ 1ML,GENERAL MEDICINE,AMPOULE,0::0,1::0,0
NEOCTIDE 50MCG INJ 1ML,GENERAL MEDICINE,AMPOULE,0::0,6::0,3
NEODROL 1GM INJ,GENERAL MEDICINE,VIAL,2::0,2::0,0
NEODROL 40MG INJECTION 1'S,GENERAL MEDICINE,VIAL,5::0,8::0,1
NEOMIT 2 MG,GENERAL MEDICINE,INJ,1::0,1700::0,89
NEOMOL 80MG SUPPOS,GENERAL MEDICINE,STRIP,1::0,15::0,1
NEOMOL INJ 100ML,GENERAL MEDICINE,BOTTLE,1::0,2742::0,69
NEOPEPTINE DROPS 15ML,PED,BOTTLE,1::0,1::0,1
NEORELAX MR 4MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1::5,22::0,1
NEORELAX MR 8MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,73::0,0
NEOROF 1% INJ 10ML,GENERAL MEDICINE,VIAL,4::0,125::0,10
NEOROF 1% INJ 20ML,GENERAL MEDICINE,VIAL,2::0,56::0,10
NEOSPORIN H BOTTLE OF 5ML EAR DROPS,ENT,BOTTLE,0::0,1::0,0
NEOSPORIN H OINTMENT 5GM,GENERAL MEDICINE,TUBE,2::0,6::0,0
NEOSPORIN POWDER 10GM,GENERAL MEDICINE,BOTTLE,2::0,5::0,2
NEOSPORIN SKIN OINT 20GM,GENERAL MEDICINE,TUBE,0::0,0::0,0
NEOVAC,GENERAL MEDICINE,INJ,0::0,13::0,0
NEOVEC 10MG INJ,GENERAL MEDICINE,INJECTION,0::0,5::0,0
NERVIJEN INJ 2ML,GENERAL MEDICINE,VIAL,6::0,206::0,1
NERVJET,GENERAL SURGERY,INJ,0::0,18::0,0
NESTLE MUNCH CHOCO 10GM RS 5,HOSPITAL CPMH,PACKET,212::0,750::0,212
NESTLE NAN PRO 1 INFANT FORMULA (UPTO 6 MONTHS) TIN 400 GM,PED,TIN,0::0,65::0,0
NESTLE NAN PRO 1 INFANT FORMULA (UPTO 6 MONTHS) VALUE PACK,PED,BOX,0::0,5::0,0
NESTLE NAN PRO 1 STARTER INFANT FORMULA POWDER - 400 G,PED,BOX,0::0,27::0,0
NESTLE NAN PRO 4 TIN 400GM,PED,TIN,0::0,2::0,0
NESTLE PRE NAN BABY FOOD LOW BIRTH WEIGHT INFANT MILK FORMULA TIN OF 400 G,PED,TIN,2::0,29::0,1
NETICOL INJ 2ML,GENERAL MEDICINE,INJECTION,0::0,10::0,0
NETICOL INJ 4ML,GENERAL MEDICINE,INJECTION,2::0,9::0,2
NEURO,GENERAL SURGERY,PATTIES,0::0,12::0,2
