Medicine,Opening Stock,Purchase,Sales,Closing Stock
G DRESS COMFY DRESSING 14 X 7 CM WOUND PAD 3 X 10 CM GD15 100 NO'S,14::0,0,3,37
CIPLADINE 5% OINT 10GM,2::0,0,1,0
CIPLADINE 5% OINT 10GM,0::0,0,1,0
ARACHITOL 6LAC INJ 1*6,7::0,0,1,0
INSTACAL K27 TAB 10,11::0,0,1,0
REBONAGE TAB 10S,5::5,0,1,0
WRIST BRACE COMMON,6::0,0,1,2
ALLEGRA M TABLET,0::0,5,0,1
ARACHITOL 6LAC INJ 1*6,7::0,18,0,0
ECOSPRIN 150MG STRIP OF 14 TABLETS,0::0,5,0,1::13
GYNOTRIM KIT,6::0,3,0,0
LABEBET 100MG TABLET,0::0,2,0,4::5
REBONAGE TAB 10S,5::5,6,0,0
T BACT 2% OINT 5GM,0::0,4,0,0
UBINEXT PLUS SACHET 5GM,0::0,12,0,0
ZADY 500MG STRIP OF 5 TABLETS,0::0,6,0,0
ALLEGRA M TABLET,3::0,0,1,0
EMANZEN D TABLET,50::0,0,1,0::2
HETRODOX LB CAP 10S,9::0,0,1,0::9
PAN MPS BOTTLE OF 200ML SUSPENSION,0::0,0,1,0
ARACHITOL 6LAC INJ 1*6,7::0,0,1,0
DOLO 650MG STRIP OF 15 TABLETS,0::11,0,0::10,0
FRACKSTAR TAB 10S,6::0,0,2,0
BETADINE 2% GARGLE BIG MINT 100ML,3::0,0,1,0
ALLEGRA M TABLET,3::0,0,1,0
BETADINE 2% GARGLE BIG MINT 100ML,5::0,0,1,0
PAN MPS BOTTLE OF 200ML SUSPENSION,0::0,0,1,0
ZADY 500MG STRIP OF 5 TABLETS,0::0,0,1,0
GYNOTRIM KIT,6::0,0,2,0
CONOS SF SYP 100ML,6::0,0,1,1
CYCLOFIT SP TABLET,0::0,24,0,0
FEMILON TABLET,11::0,0,1,4
ARACHITOL 6LAC INJ 1*6,7::0,0,1,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,9::3,0,1,0::-2
BRUTAFLAM MR 4MG STRIP OF 10 TABLETS,0::0,0,1,0
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,1::5,0
CIPLADINE 5% OINT 10GM,0::0,0,1,0
ESOIN DSR CAP 10S,133::7,0,1,0
ALLEGRA M TABLET,3::0,0,1,0
CYCLOFIT SP TABLET,0::0,0,1,0::1
PAN MPS BOTTLE OF 200ML SUSPENSION,0::0,0,1,0
ZADY 500MG STRIP OF 5 TABLETS,0::0,0,1,0
CIPLADINE 5% OINT 10GM,0::0,5,0,0
CIPLADINE BOTTLE OF 10GM POWDER,0::0,20,0,4
GDRESS 20 9X20CM,0::0,13,0,2
GDRESS 25 9X25CM,14::0,5,0,15
TENDOVEIN  TAB 15S,0::0,5,0,0
CYCLOFIT SP TABLET,0::0,0,1,0::1
MS SPA 80MG TAB,14::8,0,1,0::9
ONFUROX 500 MG TAB 10S,36::0,0,1,0
RANIDOM O SF SUSPENSION 200ML,0::0,0,1,0
ARACHITOL 6LAC INJ 1*6,7::0,0,1,0
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,1,0
MS SPA 80MG TAB,14::8,0,1,0::9
RANIDOM O SF SUSPENSION 200ML,0::0,0,1,0
ZENFLOX PLUS 200MG TABLET,0::0,0,1,0
ARACHITOL 6LAC INJ 1*6,7::0,0,1,0
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,1,0
ECOSPRIN 150MG STRIP OF 14 TABLETS,0::0,0,1,0::9
ULTRAHEAL TAB TAB 10,0::0,0,1,17::2
RIVABAN 10MG STRIP OF 14 TABLETS,0::0,0,1,0
ARGIHOPE 1000MG TABLET,0::0,0,3,0
GRANIFORCE MD TABLET,0::0,0,2,0
HEALTH OK BOTTLE OF 200ML SYRUP,0::0,0,1,0
PANEASE DSR CAP 10S,0::0,0,1,0
TRICIUM XT BOTTLE OF 30 TABLETS,8::0,0,1,0
FLAMINGO FLAMICREPE COTTON 4 M X 10 CM CREPE BANDAGE 1 NO'S,10::0,0,1,1
MIKACIN 500MG INJECTION,0::0,0,3,0
ZEMOXY INJ 1.2GM,50::0,0,2,0
CIPLOX D E/E DROPS,3::0,0,1,1
PRO-EASE PADS XL,7::0,0,2,6
3 WAY STOP COCK 1'S,88::0,0,0,10
AVIL  INJ 2ML INJ 2ML AMPULS,7::0,0,0,0
DEXALAB INJ,88::0,0,0,28
DISPOVAN SYRINGE 10ML,273::0,0,0,0
DISPOVAN SYRNGE 5ML,666::0,0,0,405
EXAMINATION GLOVES LOOSE (M),0::0,0,0,380
LASIX INJ 4ML,14::0,0,0,6
NEEDLE NO.18*1.5,0::0,0,0,0
NS 500ML INJECTION 500 MILLILITRE,0::0,0,0,0
TESS PASTE 5GM,0::0,0,1,5
ASCORIL LS JUNIOR BOTTLE OF 60ML EXPECTORANT,5::0,0,1,0
ENTROFLORA SUSPENSION 10*5ML,12::0,0,3,0
IBUGESIC PLUS SUSP 60ML,3::0,0,1,0
TOTALAX NF SYP 100ML,0::0,0,1,0
DISPOVAN SYRINGE 2.5 ML,326::0,0,1,0
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,92::0,0,1,0
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,96::0,0,1,0
NEEDLE 24G X 1.5 (ROMSONS),100::0,0,2,88
ONDODER INJ 2ML,0::0,0,2,0
PANTORIDE INJ 40MG,0::0,0,2,1
MAMY POKO NB PANTS 10S,0::0,0,1,0
ETHILON 4 0 NW 3319,0::0,1,0,1
ETHILON 4 0 NW 3319,0::0,2,0,0
ETHILON 4 0 NW 3319,0::0,1,0,1
ROMO VAC SET FG 12,0::0,2,0,0
AVIL  INJ 2ML INJ 2ML AMPULS,0::0,0,1,0
BLOOD SET POLYMED BLOOD SET 1,36::0,0,1,19
DEXALAB INJ,88::0,0,1,28
DISPOVAN SYRINGE 10ML,273::0,0,1,0
DISPOVAN SYRNGE 5ML,666::0,0,1,405
ACICA SP TAB 10,23::5,0,1,7::9
BACTOCLAV 625MG STRIP OF 10 TABLETS,9::3,0,1,0::-2
BECOZINC  CAP 30S,4::20,0,0::10,0
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,6::5,0,0::5,0
DOLO 650MG STRIP OF 15 TABLETS,0::11,0,0::10,0
ESOIN DSR CAP 10S,133::7,0,1,0
HETRODOX LB CAP 10S,9::0,0,1,0::9
G DRESS COMFY DRESSING 14 X 7 CM WOUND PAD 3 X 10 CM GD15 100 NO'S,14::0,0,1,37
MOXIKIND CV 375 MG STRIP OF 10 TABLETS,2::0,0,1,0
ALLERCET COLD TABLET,0::0,0,1,10::4
DOLO 650MG STRIP OF 15 TABLETS,0::11,0,0::10,0
ESOIN DSR CAP 10S,133::7,0,1,0
AVIL  INJ 2ML INJ 2ML AMPULS,7::0,0,1,0
DISPOVAN SYRINGE 2.5 ML,326::0,0,1,0
CORRUGATED DRINAGE SHEET  ROMSONS DRINE SHEET DRINE SHEET,0::0,5,0,3
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
LASIX INJ 4ML,30::0,0,1,13
ENERZIP POWDER,65::0,0,5,26
ETIZOLA 0.5MG STRIP OF 15 TABLETS,0::0,0,0::5,1
ACNESTAR GEL,0::0,0,1,0
HEPAMERZ SYP 60ML,0::0,0,1,0
ATM 200MG BOTTLE OF 15ML SUSPENSION,0::0,0,1,1
ANAWIN HEAVY INJ 4ML,10::0,0,1,1
COTTON BANDAGE 15CMX9M,18::0,0,2,0
DISPOVAN SYRINGE 10ML,161::0,0,5,0
DISPOVAN SYRNGE 5ML,593::0,0,5,405
EXAMINATION GLOVES LOOSE (M),1246::0,0,20,380
GAMJEE ROLL 15CM,0::0,0,2,7
GERMBETA BOTTLE OF 100ML SOLUTION,24::0,0,2,0
HYDROGEN PEROXIDE BOTTLE OF 400ML SOLUTION,11::0,0,1,5
MASK REGULAR MASK 1,431::0,0,10,114
MEZOLAM INJ 10ML,4::0,0,1,0
NICODIN 7.5 %SURGICAL SCRUB 100ML,0::0,0,2,2
NS 500ML INJECTION 500 MILLILITRE,0::0,0,4,0
NULIFE GLOVES 7.5 1'S,94::0,0,3,42
PLAIN SHEET D 301 200X120CM,0::0,0,2,0
SOFRAMYCIN SKIN CREAM 30GM,5::0,0,1,0
SPINAL  NEEDLE 25G,10::0,0,1,3
SURGICAL BLADE 11,7::0,0,1,2
SURGICAL CAP  1 NO'S CP 1,282::0,0,10,30
SURGICAL GLOVES LATEX POWDER FREE,64::0,0,4,3
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
HETRODOX LB CAP 10S,11::0,0,1,6
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,0::0,0,1,0
NEOMIT 2 MG  INJ 2ML,0::0,0,4,34
NEOMOL INJ 100ML,100::0,0,2,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,5,0
NS 500ML INJECTION 500 MILLILITRE,150::0,0,1,17
PANTORIDE INJ 40MG,332::0,0,4,1
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,3,71
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,0,0::-2
ENZOX PLUS TABLET,0::0,0,0,3::2
MS SPA 80MG TAB,8::5,0,0,0::9
CALDIKIND PLUS STRIP OF 10 CAPSULES,6::0,0,0::5,0
ESOIN DSR CAP 10S,0::0,0,1,0::6
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
INDOCAP 25MG CAP,0::0,0,1,1
NUROKIND LC STRIP OF 15 TABLETS,0::0,0,0::5,2::11
NUROLITE INJECTION 2ML,47::0,0,1,2
NUROLITE INJECTION 2ML,47::0,0,1,2
QLINK PD 75/20 TAB 10S,16::3,0,0::5,21::8
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::7
VERTEFLEX 10 10,13::4,0,1,3::9
BINAFIDE  RESPULES 0.5,0::0,0,0,1
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,0,1
NEOMIT 2 MG  INJ 2ML,0::0,0,0,34
NS 100ML INJECTION 100 MILLILITRE,0::0,0,0,0
NUROKIND GOLD INJECTION,5::0,0,0,0
ALLERCET COLD TABLET,5::0,0,1::5,10::4
HETRODOX LB CAP 10S,11::0,0,1,6
QRVITA GOLD SACHET 5GM,0::0,0,2,0
ASCORIL LS EXPECTORANT 100ML,0::0,3,0,2
FLAGYL 400MG TABLET,0::0,5,0,4::11
GRANIFORCE MD TABLET,0::0,10,0,4
MENOHELP PLUS SYP 200ML,4::0,6,0,0
RINIFOL  CAP 15S,0::0,2,0,0::10
TRAMADIN PLUS TAB 10'S,0::0,10,0,0::5
BACTOCLAV 375MG STRIP OF 10 TABLETS,6::0,0,1,0::4
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
EMANZEN D TABLET,0::0,0,1,26::2
ENERZIP POWDER,65::0,0,10,26
PANEASE DSR CAP 10S,21::0,0,1,8
PAUSE MF STRIP OF 10 TABLETS,0::0,0,1,0::9
AAPSON C FIT WRIST AND THUMB SUPPORT(NEO,0::0,0,1,1
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::5,0::12
CALDIKIND STRIP OF 10 CAPSULES,12::0,0,1::5,9::5
A TO Z NS STRAWBERRY FLAVOUR BOTTLE OF 15ML DROPS,3::0,0,1,0
BLUVIT D3 BOTTLE OF 30ML ORAL DROPS,10::0,0,1,0
CUTICELL CLASSIC  DRESSING 1 PACKET,0::0,0,1,4
PLACENTRAX  GEL 20GM,5::0,0,1,2
THROMBOPHOB OINT 20GM,7::0,0,1,4
FRACKSTAR TAB 10S,0::0,0,0::5,3
NUZORB  TAB 2 GM,6::0,0,0::5,5::10
REBONAGE TAB 10S,6::0,0,0::5,0
FERICA XT TOTAL TAB 10,0::0,13,0,16
ABSOLUT WOMAN CAP,0::0,0,2,0
EMANZEN D TABLET,0::0,0,1,26::2
EMTY BOTTLE OF 100ML SOLUTION,0::0,0,1,0
TRICIUM XT BOTTLE OF 30 TABLETS,20::0,0,1,0
CARTIQUIN 200MG  TAB 15S,2::0,0,0::5,1::10
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::10,0::3
ESOIN DSR CAP 10S,0::0,0,1,0::6
HETRODOX LB CAP 10S,11::0,0,1,6
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::7
ACICA MR TAB 10S,16::4,0,1,20::6
ESOIN DSR CAP 10S,0::0,0,1,0::6
QLINK PD 75/20 TAB 10S,16::3,0,0::5,21::8
VERTEFLEX 10 10,13::4,0,1,3::9
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
EFEM 1000MG STRIP OF 10 CAPSULES,2::5,0,2,4::5
FEMILON TABLET,7::0,0,1,4
MENOHELP PLUS SYP 200ML,0::0,0,1,0
RABEFRESH DSR CAPSULE,0::0,0,2,0
DAXVIT D3 CAP 4S,0::0,0,1,5::2
VITAGREAT STRIP OF 10 TABLETS,0::0,0,2,2
CRISANTA LS TABLET,3::0,0,1,0
OVABLESS MYO ORANGE FLAVOUR STRIP OF 10 CHEWABLE TABLETS,0::0,0,2,13::5
TRICIUM XT BOTTLE OF 30 TABLETS,20::0,0,1,0
FLYFOL D CAP 10,6::0,0,1,6::1
GRANIFORCE MD TABLET,0::0,0,1,4
COR 3D CAP 10'S,0::0,0,2,0
GRANIFORCE MD TABLET,0::0,0,2,4
MINAGEST 200MG CAPSULE,62::3,0,0,47::8
PANEASE DSR CAP 10S,21::0,0,1,8
MENOHELP PLUS SYP 200ML,0::0,0,1,0
RINIFOL  CAP 15S,2::5,0,0::5,0::8
ZENTAL STRIP OF 1 TABLET,10::0,0,2,0
ACICA SP TAB 10,6::6,0,1,7::9
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
ESOIN DSR CAP 10S,0::0,0,1,0::6
NUZORB  TAB 2 GM,6::0,0,0::10,5::10
HEALTH OK BOTTLE OF 200ML SYRUP,115::0,0,1,72
TRICIUM XT BOTTLE OF 30 TABLETS,20::0,0,1,0
TRIS TBR TAB TAB 10 STRIP,6::0,0,1,0::-5
CANDID V3 200MG STRIP OF 3 VAGINAL TABLETS,0::0,0,1,0
EMANZEN D TABLET,0::0,0,0::5,26::2
FLAGYL 400MG TABLET,5::0,0,0::10,1
PAN 40MG STRIP OF 15 TABLETS,0::0,0,0::5,0::8
ULTRAKING  TAB 15S,0::0,0,0::5,3::10
CHARAK M2-TONE SYRUP,2::0,0,1,0
DABUR STRESSCOM 10 CAPS,1::0,0,0::5,2::5
IMFIT TAB,21::5,0,0::5,28::6
PLACIDA PLUS TABLET,0::0,0,0::5,0
EMANZEN D TABLET,0::0,0,1,26::2
FLUSHIT SYP SYR 100ML,12::0,0,1,0
TAXIM OF TAB 10,31::0,0,0::6,9
ULTRAKING  TAB 15S,0::0,0,0::5,3::10
ACICA MR TAB 10S,16::4,0,1,20::6
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,1::5,0::4
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
FRACKSTAR TAB 10S,0::0,0,1::5,3
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,0::5,0::-2
CYCLOFIT SP TABLET,0::0,0,0::5,0
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
AMPIROK 375 TAB 10,3::1,0,1,5::6
ESOIN DSR CAP 10S,0::0,0,1,0::6
GRILINCTUS LS SYP 100ML,3::0,0,1,0
RESPISMART N  TAB 10S,6::0,0,1,5::9
ASCORIL LS JUNIOR BOTTLE OF 60ML EXPECTORANT,0::0,0,1,1
ATM 100MG BOTTLE OF 15ML SUSPENSION,0::0,0,1,3
HEALTH OK BOTTLE OF 200ML SYRUP,115::0,0,1,72
AVIL  INJ 2ML INJ 2ML AMPULS,5::0,0,1,0
BLOOD SET POLYMED BLOOD SET 1,31::0,0,1,19
DEXALAB INJ,75::0,0,1,28
DISPOVAN SYRINGE 2.5 ML,246::0,0,4,0
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
EXAMINATION GLOVES LOOSE (M),1246::0,0,4,380
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,0::0,0,1,0
ACICA SP TAB 10,6::6,0,0::5,7::9
DIGERAFT MINT FLAVOUR SUSPENSION - 150 ML,0::0,0,1,0
ENZOX PLUS TABLET,0::0,0,1,3::2
ACICA SP TAB 10,6::6,0,1,7::9
CEFUMERI 500 TAB 10S,12::0,0,1,1::5
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
NE-NORM  TAB 15S,1::0,0,0::10,0::5
QRVITA GOLD SACHET 5GM,0::0,0,5,0
MOUTHWASH FRESHORA MOUTHWASH,0::0,0,1,23
CYCLOFIT SP TABLET,0::0,0,1,0
PLACIDA PLUS TABLET,0::0,0,1,0
CYCLOFIT SP TABLET,0::0,0,0::5,0
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
STAMLO 5MG STRIP OF 30 TABLETS,0::20,0,0::1,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
BECOZINC  CAP 30S,0::0,0,0::5,1::10
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::5,0::12
CLARIBID 500MG STRIP OF 10 TABLETS,2::0,0,0::3,0
CLARIBID 500MG STRIP OF 10 TABLETS,0::0,0,0::7,0
CUTICELL CLASSIC  DRESSING 1 PACKET,0::0,0,1,4
ESOIN DSR CAP 10S,0::0,0,1,0::6
NUZORB  TAB 2 GM,6::0,0,0::5,5::10
REBONAGE TAB 10S,6::0,0,1,0
CANDIFORCE 200MG CAP 10'S,0::0,0,0::5,0::5
CLARIBID 500MG STRIP OF 10 TABLETS,0::0,0,0,0
FLYFOL D CAP 10,0::1,0,0::1,0
FLYFOL D CAP 10,6::0,0,0::4,6::1
IMFIT TAB,21::5,0,0::7,28::6
TRICIUM XT BOTTLE OF 30 TABLETS,0::0,25,0,6
A TO Z NS STRAWBERRY FLAVOUR BOTTLE OF 15ML DROPS,0::0,5,0,0
CANDID V3 200MG STRIP OF 3 VAGINAL TABLETS,0::0,2,0,2
DOLO 650MG STRIP OF 15 TABLETS,0::0,6,0,0::3
EMTY BOTTLE OF 100ML SOLUTION,0::0,9,0,8
EMTY BOTTLE OF 100ML SOLUTION,0::0,1,0,0
HETRODOX LB CAP 10S,11::0,13,0,6
PAUSE MF STRIP OF 10 TABLETS,0::0,3,0,0::9
PAUSE MF STRIP OF 10 TABLETS,0::0,1,0,0::7
VITANEO D3 600000 IU INJECTION 6 ML,0::0,20,0,10
FRACKSTAR TAB 10S,0::0,0,1,3
INSTACAL K27 TAB 10,0::0,0,1,0::1
ULTRAKING  TAB 15S,0::0,0,0::5,3::10
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
FLAMINGO ABDOMINAL BELT XL,0::0,0,1,0
GDRESS 25 9X25CM,0::0,0,1,2
NEOMOL INJ 100ML,100::0,0,1,0
NS 500ML INJECTION 500 MILLILITRE,0::0,0,1,0
UDILIV 150MG STRIP OF 15 TABLETS,0::0,0,0::10,0::10
ACICA SP TAB 10,6::6,0,1,7::9
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
ENERZIP POWDER,65::0,0,10,26
ESOIN DSR CAP 10S,0::0,0,1,0::6
IMVITA PROTIN  POWDER 200GM,40::0,0,1,11
KEVIT  INJ 1ML,18::0,0,1,9
NULIFE  GLOVES 6.5 GLOVES 1,14::0,0,3,1
NULIFE GLOVES 7 ONE PAIR,90::0,0,2,38
TRANDPORE  TAP 2.5CM,10::0,0,1,9
ESOIN DSR CAP 10S,97::6,0,0::3,0
ZENFLOX UTI TABLET,0::0,0,0::4,0::1
CANDID POWDER - 50GM,0::0,0,1,0
CIR BED BATH WIPES 10S,39::0,0,1,11
EXAMINATION GLOVES LOOSE (M),1246::0,0,20,380
METERKEM IV BOTTLE OF 100ML INFUSION,0::0,0,4,59
NEOMIT 2 MG  INJ 2ML,0::0,0,3,34
NS 500ML INJECTION 500 MILLILITRE,150::0,0,3,17
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,3,0
ZEMOXY INJ 1.2GM,26::0,0,2,0
CEFTRIBACT INJ 1.5GM,23::0,0,0,16
ZEMOXY INJ 1.2GM,26::0,0,4,0
GRANIFORCE MD TABLET,5::0,0,1,0
AVIL  INJ 2ML INJ 2ML AMPULS,5::0,0,1,0
CEFTRIBACT INJ 1.5GM,23::0,0,2,16
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,0
PANTORIDE INJ 40MG,332::0,0,2,1
ANGIONOX 60MG INJ,0::0,0,1,0
MEFTAL SPAS TABLET,5::0,0,0::2,4::3
MONTICOPE TABLET,4::5,0,0::3,0
ATARAX 10MG STRIP OF 15 TABLETS,0::0,0,0::5,0::10
CHYMORAL FORTE STRIP OF 20 TABLETS,0::0,0,0::5,0
ONFUROX 500 MG TAB 10S,34::5,0,0::5,0
TRAMADIN PLUS TAB 10'S,0::0,0,0::5,0::7
BUSCOGEN INJ 1ML,14::0,0,2,0
DEXTROSE 5% & 0.9% SODIUM CHL INJ 500ML,8::0,0,2,8
DNS BOTTLE 500 MILLILITRE,75::0,0,3,0
EXAMINATION GLOVES LOOSE (M),1246::0,0,10,380
FOLYS CATHATER 12 CATHER 1,2::0,0,1,1
GENTAVEE 2ML INJ AMP,90::0,0,3,52
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,0
RAZORS GALANT 1,21::0,0,1,6
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,3,0
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,2,71
URO BAG 10,22::0,0,1,9
DISPOVAN SYRINGE 10ML,161::0,0,2,0
ENDOTRACHEAL TUBE 6.0MM,0::0,0,1,0
EXAMINATION GLOVES LOOSE (M),1246::0,0,20,380
GERMBETA BOTTLE OF 100ML SOLUTION,24::0,0,2,0
HETROFOL INJ 200MG,7::0,0,3,0
IFLURANE IP LIQUID 100ML,0::0,0,1,0
MASK REGULAR MASK 1,431::0,0,5,114
NEEDLE NO.18*1.5,180::0,0,1,0
NEOROF 1% INJ 10ML,10::0,0,2,0
NULIFE  GLOVES 6.5 GLOVES 1,14::0,0,2,1
NULIFE GLOVES 7.5 1'S,94::0,0,3,42
PAINTAWIN  INJ 1ML,7::0,0,1,10
PYROLATE INJ 1ML,9::0,0,1,0
SURGICAL BLADE 11,7::0,0,1,2
SURGICAL CAP  1 NO'S CP 1,282::0,0,5,30
WATER FOR INJ 10ML,0::0,0,5,45
FERICA XT TOTAL TAB 10,13::0,0,1,0
FOL 5MG STRIP OF 30 TABLETS,0::0,0,0::10,1::10
IMFIT TAB,21::5,0,1,28::6
ACICA SP TAB 10,6::6,0,1,7::9
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
IMVITA PROTIN  POWDER 200GM,40::0,0,1,11
HUCOG 10000IU INJECTION,0::0,1,0,0
CLARIBID 500MG STRIP OF 10 TABLETS,0::0,4,0,0
DIGERAFT MINT FLAVOUR SUSPENSION - 150 ML,0::0,3,0,0
THROMBOTROY QPS SOLUTION (PHLEBOTROY QPS),0::0,8,0,5
VEINFLUX NC  TAB 10,3::5,5,0,2
GLYCOMET GP 2/500MG TABLET SR 15'S,4::0,0,1,0
TELMIKIND 40MG STRIP OF 10 TABLETS,0::0,0,1,1
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
NEOMOL INJ 100ML,100::0,0,2,0
PANTORIDE INJ 40MG,332::0,0,2,1
ZEMOXY INJ 1.2GM,26::0,0,1,0
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,0,1
DISPOVAN SYRINGE 10ML,161::0,0,0,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,0,0
DISPOVAN SYRNGE 5ML,593::0,0,0,405
DNS BOTTLE 500 MILLILITRE,75::0,0,0,0
NEOMIT 2 MG  INJ 2ML,0::0,0,0,34
NS 100ML INJECTION 100 MILLILITRE,0::0,0,0,0
PANTORIDE INJ 40MG,332::0,0,0,1
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,0,0
WATER FOR INJ 10ML,0::0,0,0,45
ALLERCET COLD TABLET,5::0,0,1::5,10::4
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
QRVITA GOLD SACHET 5GM,0::0,0,10,0
ZENFLOX PLUS 200MG TABLET,0::0,0,1,0
ACICA SP TAB 10,6::6,0,1,7::9
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,0,1
DISPOVAN SYRINGE 10ML,161::0,0,0,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,0,0
DISPOVAN SYRNGE 5ML,593::0,0,0,405
ESOIN DSR CAP 10S,0::0,0,1,0::6
NEOMIT 2 MG  INJ 2ML,0::0,0,0,34
NS 100ML INJECTION 100 MILLILITRE,0::0,0,0,0
PANTORIDE INJ 40MG,332::0,0,0,1
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,0,71
AVIL  INJ 2ML INJ 2ML AMPULS,5::0,0,1,0
LASIX INJ 4ML,30::0,0,1,13
DVIT 60K ORAL SOLUTION  5ML BOTTLE 5ML BOTTLE,0::0,0,0,0
IMFIT TAB,21::5,0,1::2,28::6
DABUR STRESSCOM 10 CAPS,1::0,0,1,2::5
DVIT 60K ORAL SOLUTION  5ML BOTTLE 5ML BOTTLE,0::0,0,4,0
HEALTH OK BOTTLE OF 200ML SYRUP,115::0,0,1,72
TRICIUM XT BOTTLE OF 30 TABLETS,20::0,0,1,0
ADULT DIAPER PULL UPS MEDIUM DIAPER 1 PACKET 1 PACKET,-7::0,0,1,-1
PRO-EASE PADS XL,6::0,0,1,6
ANAFORTAN STRIP OF 15 TABLETS,0::0,5,0,0::5
ATARAX 10MG STRIP OF 15 TABLETS,0::0,3,0,3
CALPOL 500MG STRIP OF 15 TABLETS,0::0,3,0,2
DABUR STRESSCOM 10 CAPS,1::0,10,0,2::5
EFEM 1000MG STRIP OF 10 CAPSULES,2::5,10,0,4::5
ESOIN DSR CAP 10S,0::0,0,1,0::6
TENOBEL TAB 10S,3::5,0,1,6::5
TORIB MR 4MG STRIP OF 10 TABLETS,0::0,0,1,8
THROMBOTROY QPS SOLUTION (PHLEBOTROY QPS),0::0,0,1,0
DUVADILAN RETARD 40MG CAP,0::0,0,1,0::5
EFEM 1000MG STRIP OF 10 CAPSULES,5::0,0,2,0
FEMILON TABLET,7::0,0,1,4
DIGERAFT MINT FLAVOUR SUSPENSION - 150 ML,0::0,0,1,0
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::7
ZENFLOX PLUS 200MG TABLET,0::1,0,0::1,0
ZENFLOX PLUS 200MG TABLET,0::3,0,0::3,0
ZENFLOX PLUS 200MG TABLET,6::0,0,0::5,0
ZENFLOX PLUS 200MG TABLET,0::1,0,0::1,0
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
NOSTRA CR 10MG TAB 10'S,0::0,0,0::6,0::5
PANEASE DSR CAP 10S,21::0,0,0::2,8
FRACKSTAR TAB 10S,0::0,0,1::5,3
